song_id,segment_id,combination,individual_transformations,parameters,source_file,generated_file
388,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",388_segment_01.json,388_segment_01.json
388,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",388_segment_02.json,388_segment_02.json
390,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",390_segment_01.json,390_segment_01.json
390,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",390_segment_02.json,390_segment_02.json
430,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",430_segment_01.json,430_segment_01.json
430,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",430_segment_02.json,430_segment_02.json
433,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",433_segment_01.json,433_segment_01.json
433,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",433_segment_02.json,433_segment_02.json
460,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",460_segment_01.json,460_segment_01.json
460,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",460_segment_02.json,460_segment_02.json
465,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",465_segment_01.json,465_segment_01.json
465,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",465_segment_02.json,465_segment_02.json
471,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",471_segment_01.json,471_segment_01.json
471,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",471_segment_02.json,471_segment_02.json
518,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",518_segment_01.json,518_segment_01.json
518,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",518_segment_02.json,518_segment_02.json
547,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",547_segment_01.json,547_segment_01.json
547,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",547_segment_02.json,547_segment_02.json
550,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",550_segment_01.json,550_segment_01.json
550,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",550_segment_02.json,550_segment_02.json
559,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",559_segment_01.json,559_segment_01.json
559,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",559_segment_02.json,559_segment_02.json
566,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",566_segment_01.json,566_segment_01.json
566,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",566_segment_02.json,566_segment_02.json
575,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",575_segment_01.json,575_segment_01.json
575,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",575_segment_02.json,575_segment_02.json
592,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",592_segment_01.json,592_segment_01.json
592,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",592_segment_02.json,592_segment_02.json
604,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",604_segment_01.json,604_segment_01.json
604,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",604_segment_02.json,604_segment_02.json
605,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",605_segment_01.json,605_segment_01.json
605,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",605_segment_02.json,605_segment_02.json
617,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",617_segment_01.json,617_segment_01.json
617,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",617_segment_02.json,617_segment_02.json
619,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",619_segment_01.json,619_segment_01.json
619,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",619_segment_02.json,619_segment_02.json
624,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",624_segment_01.json,624_segment_01.json
624,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",624_segment_02.json,624_segment_02.json
634,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",634_segment_01.json,634_segment_01.json
634,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",634_segment_02.json,634_segment_02.json
644,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",644_segment_01.json,644_segment_01.json
644,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",644_segment_02.json,644_segment_02.json
651,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",651_segment_01.json,651_segment_01.json
651,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",651_segment_02.json,651_segment_02.json
655,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",655_segment_01.json,655_segment_01.json
655,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",655_segment_02.json,655_segment_02.json
664,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",664_segment_01.json,664_segment_01.json
664,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",664_segment_02.json,664_segment_02.json
666,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",666_segment_01.json,666_segment_01.json
666,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",666_segment_02.json,666_segment_02.json
678,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",678_segment_01.json,678_segment_01.json
678,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",678_segment_02.json,678_segment_02.json
687,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",687_segment_01.json,687_segment_01.json
687,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",687_segment_02.json,687_segment_02.json
693,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",693_segment_01.json,693_segment_01.json
693,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",693_segment_02.json,693_segment_02.json
700,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",700_segment_01.json,700_segment_01.json
700,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",700_segment_02.json,700_segment_02.json
715,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",715_segment_01.json,715_segment_01.json
715,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",715_segment_02.json,715_segment_02.json
719,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",719_segment_01.json,719_segment_01.json
719,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",719_segment_02.json,719_segment_02.json
722,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",722_segment_01.json,722_segment_01.json
722,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",722_segment_02.json,722_segment_02.json
734,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",734_segment_01.json,734_segment_01.json
734,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",734_segment_02.json,734_segment_02.json
748,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",748_segment_01.json,748_segment_01.json
748,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",748_segment_02.json,748_segment_02.json
755,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",755_segment_01.json,755_segment_01.json
755,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",755_segment_02.json,755_segment_02.json
759,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",759_segment_01.json,759_segment_01.json
759,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",759_segment_02.json,759_segment_02.json
760,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",760_segment_01.json,760_segment_01.json
760,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",760_segment_02.json,760_segment_02.json
778,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",778_segment_01.json,778_segment_01.json
778,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",778_segment_02.json,778_segment_02.json
782,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",782_segment_01.json,782_segment_01.json
782,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",782_segment_02.json,782_segment_02.json
792,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",792_segment_01.json,792_segment_01.json
792,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",792_segment_02.json,792_segment_02.json
825,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",825_segment_01.json,825_segment_01.json
825,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",825_segment_02.json,825_segment_02.json
826,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",826_segment_01.json,826_segment_01.json
826,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",826_segment_02.json,826_segment_02.json
827,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",827_segment_01.json,827_segment_01.json
827,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",827_segment_02.json,827_segment_02.json
829,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",829_segment_01.json,829_segment_01.json
829,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",829_segment_02.json,829_segment_02.json
859,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",859_segment_01.json,859_segment_01.json
859,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",859_segment_02.json,859_segment_02.json
866,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",866_segment_01.json,866_segment_01.json
866,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",866_segment_02.json,866_segment_02.json
875,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",875_segment_01.json,875_segment_01.json
875,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",875_segment_02.json,875_segment_02.json
881,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",881_segment_01.json,881_segment_01.json
881,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",881_segment_02.json,881_segment_02.json
